start_date,end_date,observations,threshold,transaction_cost_bps,total_return,benchmark_return,excess_return,sharpe_ratio,win_rate,max_drawdown,traded_days,turnover
2022-05-04,2025-12-02,887,0.3,10.0,-0.03547404186597991,0.5581378980577254,-0.5936119399237053,-0.03807852908973069,0.3833145434047351,-0.18348681077889373,651,144.0
2022-05-04,2025-12-02,887,0.35,10.0,-0.05954039990705362,0.5581378980577254,-0.617678297964779,-0.10616108754803073,0.36189402480270577,-0.17335289685955357,616,150.0
2022-05-04,2025-12-02,887,0.4,10.0,-0.06783762159144369,0.5581378980577254,-0.6259755196491691,-0.1351711706732929,0.3382187147688839,-0.15602393578193552,585,156.0
2022-05-04,2025-12-02,887,0.7,10.0,-0.05509713417426809,0.5581378980577254,-0.6132350322319935,-0.13688882432157753,0.20856820744081173,-0.14937128242756947,343,172.0
2022-05-04,2025-12-02,887,0.6,10.0,-0.0798315149918003,0.5581378980577254,-0.6379694130495257,-0.1933835661420311,0.2525366403607666,-0.16312753882148234,435,174.0
2022-05-04,2025-12-02,887,0.45,10.0,-0.11027115637322027,0.5581378980577254,-0.6684090544309457,-0.2685889772785756,0.314543404735062,-0.15980921419729388,547,166.0
2022-05-04,2025-12-02,887,0.65,10.0,-0.104677991078719,0.5581378980577254,-0.6628158891364444,-0.289046364688018,0.22886133032694475,-0.16775040434753552,382,190.0
2022-05-04,2025-12-02,887,0.55,10.0,-0.1531981256630235,0.5581378980577254,-0.7113360237207489,-0.4231059110067586,0.26832018038331457,-0.173456411019542,472,178.0
2022-05-04,2025-12-02,887,0.5,10.0,-0.17415446427163317,0.5581378980577254,-0.7322923623293586,-0.4808795774809909,0.2897406989853439,-0.19960930489043271,509,184.0
