fold,row_index,date,actual,predicted,prob_up,next_day_return,signal,position_change,transaction_cost,strategy_return,equity_curve,buy_hold_curve,benchmark_return,drawdown
6,225,2022-11-30,1,0,0.4392878990642105,0.002886735334004964,0,0.0,0.0,0.0,0.9351707066641974,1.1280100518437262,0.002886735334004964,-0.06482929333580256
6,226,2022-12-01,0,1,0.6021583436983898,-0.006187396179402005,1,1.0,0.001,-0.007187396179402005,0.9284492643000305,1.1210306067586213,-0.006187396179402005,-0.0715507356999695
6,227,2022-12-02,1,1,0.5390763359233096,0.00026482378562620035,1,0.0,0.0,0.00026482378562620035,0.9286951397489643,1.121327482327706,0.00026482378562620035,-0.07130486025103566
7,228,2022-12-05,0,1,0.913300229361114,-0.0031175136590962937,1,0.0,0.0,-0.0031175136590962937,0.9257999199656606,1.1178317285852293,-0.0031175136590962937,-0.07420008003433942
7,229,2022-12-06,0,1,0.930943542314769,-0.004411902750398933,1,0.0,0.0,-0.004411902750398933,0.921715380752445,1.1128999637074009,-0.004411902750398933,-0.07828461924755503
7,230,2022-12-07,1,1,0.9458542835093114,0.002631912360927746,1,0.0,0.0,0.002631912360927746,0.9241412548563046,1.1158290188783584,0.002631912360927746,-0.0758587451436954
7,231,2022-12-08,0,1,0.833052423240588,-0.006058782405979346,1,0.0,0.0,-0.006058782405979346,0.9185420840807416,1.109068453650697,-0.006058782405979346,-0.08145791591925844
7,232,2022-12-09,1,1,0.7939539610159014,2.977743269738653e-05,1,0.0,0.0,2.977743269738653e-05,0.91856943590583,1.1091014788619322,2.977743269738653e-05,-0.08143056409417004
7,233,2022-12-12,1,1,0.7318642638049174,0.0059927938646799905,1,0.0,0.0,0.0059927938646799905,0.924074233185609,1.1157480953997636,0.0059927938646799905,-0.075925766814391
7,234,2022-12-13,1,1,0.6455446366164669,0.002810661073194387,1,0.0,0.0,0.002810661073194387,0.9266714926615658,1.1188840851389945,0.002810661073194387,-0.07332850733843421
7,235,2022-12-14,0,1,0.6919510428438251,-0.013150934355333654,1,0.0,0.0,-0.013150934355333654,0.9144848966926145,1.104169713984104,-0.013150934355333654,-0.08551510330738554
7,236,2022-12-15,0,1,0.7982267693224566,-0.00792295301794177,1,0.0,0.0,-0.00792295301794177,0.9072394758205016,1.0954214292163738,-0.00792295301794177,-0.09276052417949843
7,237,2022-12-16,1,1,0.7278794264105526,0.008289956688926514,1,0.0,0.0,0.008289956688926514,0.914760451781538,1.1045024254206994,0.008289956688926514,-0.08523954821846202
7,238,2022-12-19,0,1,0.6334917291860935,-0.0019081205394395617,1,0.0,0.0,-0.0019081205394395617,0.9130149785748266,1.1023949016568935,-0.0019081205394395617,-0.08698502142517339
7,239,2022-12-20,0,1,0.7729288821212403,-0.01012771964355863,1,0.0,0.0,-0.01012771964355863,0.9037682188414511,1.091230155156424,-0.01012771964355863,-0.09623178115854891
7,240,2022-12-21,0,1,0.9003681638003395,-0.003942502735851727,1,0.0,0.0,-0.003942502735851727,0.9002051101660928,1.086927977284276,-0.003942502735851727,-0.09979488983390716
7,241,2022-12-22,0,1,0.8085514605377427,-0.01768316025411787,1,0.0,0.0,-0.01768316025411787,0.88428663894145,1.067707655677274,-0.01768316025411787,-0.11571336105855001
7,242,2022-12-23,1,1,0.8654880936195665,0.011669632893506865,1,0.0,0.0,0.011669632893506865,0.8946059393905298,1.0801674120566147,0.011669632893506865,-0.10539406060947021
7,243,2022-12-26,1,1,0.8000368303593377,0.006533654614990558,1,0.0,0.0,0.006533654614990558,0.9004509856150267,1.0872248528533608,0.006533654614990558,-0.09954901438497332
7,244,2022-12-27,0,0,0.4861145405617013,-0.0005405150382313817,0,1.0,0.001,-0.001,0.8995505346294117,1.0866371914704547,-0.0005405150382313817,-0.1004494653705883
7,245,2022-12-28,1,1,0.6351715081005753,0.00377983170092433,1,1.0,0.001,0.00277983170092433,0.9020511337221581,1.090744497174178,0.00377983170092433,-0.09794886627784194
7,246,2022-12-29,0,1,0.5207851279750938,-0.00471107793689185,1,0.0,0.0,-0.00471107793689185,0.8978015005281313,1.0856059148387545,-0.00471107793689185,-0.10219849947186865
7,247,2022-12-30,1,1,0.8682969207504145,0.005089583355357918,1,0.0,0.0,0.005089583355357918,0.9023709361016347,1.0911311966333959,0.005089583355357918,-0.09762906389836534
7,248,2023-01-02,1,1,0.8440166488069697,0.00192892762485819,1,0.0,0.0,0.00192892762485819,0.9041115443281502,1.0932359097409265,0.00192892762485819,-0.09588845567184978
8,249,2023-01-03,0,1,0.8040965982689731,-0.010399069487028845,1,0.0,0.0,-0.010399069487028845,0.8947096255546568,1.0818672735498154,-0.010399069487028845,-0.10529037444534317
8,250,2023-01-04,0,1,0.7770634512478123,-0.0028154392892826285,1,0.0,0.0,-0.0028154392892826285,0.8921906249223709,1.0788213419220742,-0.0028154392892826285,-0.10780937507762911
8,251,2023-01-05,0,1,0.7638160265671813,-0.007375503705446151,1,0.0,0.0,-0.007375503705446151,0.8856102696622916,1.0708644911172136,-0.007375503705446151,-0.11438973033770838
8,252,2023-01-06,1,1,0.8736680452540834,0.013536251708490266,1,0.0,0.0,0.013536251708490266,0.8975981131880644,1.0853599824146605,0.013536251708490266,-0.10240188681193563
8,253,2023-01-09,0,1,0.653809446442951,-0.010333504750958511,1,0.0,0.0,-0.010333504750958511,0.8883227788209841,1.0741444098798782,-0.010333504750958511,-0.1116772211790159
8,254,2023-01-10,0,0,0.469274555671145,-0.0010299775022909463,0,1.0,0.001,-0.001,0.8874344560421631,1.0730380653034903,-0.0010299775022909463,-0.11256554395783691
8,255,2023-01-11,0,1,0.6294268237609034,-0.00209547554088918,1,1.0,0.001,-0.00309547554088918,0.8846874243893422,1.0707895402832037,-0.00209547554088918,-0.11531257561065777
8,256,2023-01-12,1,1,0.6369045692854205,0.005510095918388247,1,0.0,0.0,0.005510095918388247,0.8895621369555193,1.076689693358571,0.005510095918388247,-0.11043786304448067
8,257,2023-01-13,0,1,0.7752409528967645,-0.003438847072569362,1,0.0,0.0,-0.003438847072569362,0.8865030688049813,1.0729871221584992,-0.003438847072569362,-0.11349693119501869
8,258,2023-01-16,1,1,0.7859956584794336,0.008854568511824201,1,0.0,0.0,0.008854568511824201,0.8943526709636574,1.0824879601439568,0.008854568511824201,-0.10564732903634255
8,259,2023-01-17,1,1,0.7460963609694146,0.006206556323560042,1,0.0,0.0,0.006206556323560042,0.8999035211891198,1.0892064826381658,0.006206556323560042,-0.10009647881088024
8,260,2023-01-18,0,1,0.7122902877148763,-0.003165367099256078,1,0.0,0.0,-0.003165367099256078,0.897054996190643,1.0857587442737264,-0.003165367099256078,-0.102945003809357
8,261,2023-01-19,0,1,0.8040143861643946,-0.004428975305189153,1,0.0,0.0,-0.004428975305189153,0.8930819617651181,1.080949945607945,-0.004428975305189153,-0.10691803823488188
8,262,2023-01-20,1,1,0.8572351793869661,0.005042276095628795,1,0.0,0.0,0.005042276095628795,0.8975851275923636,1.0864003936792552,0.005042276095628795,-0.10241487240763636
8,263,2023-01-23,0,1,0.8751522222955282,-1.3798013043020418e-05,1,0.0,0.0,-1.3798013043020418e-05,0.8975727427010659,1.0863854035124534,-1.3798013043020418e-05,-0.1024272572989341
8,264,2023-01-24,0,1,0.8646784125243957,-0.01249297962501228,1,0.0,0.0,-0.01249297962501228,0.8863593847145351,1.0728132128014616,-0.01249297962501228,-0.11364061528546487
8,265,2023-01-25,0,1,0.7566819814832574,-0.016074246906178757,1,0.0,0.0,-0.016074246906178757,0.872111825117025,1.05556854833468,-0.016074246906178757,-0.127888174882975
8,266,2023-01-27,1,0,0.1451734018450362,0.0025334426073457816,0,1.0,0.001,-0.001,0.871239713291908,1.058242770670005,0.0025334426073457816,-0.12876028670809203
8,267,2023-01-30,1,0,0.0692288244842071,0.0007479862801675896,0,0.0,0.0,0.0,0.871239713291908,1.0590343217435527,0.0007479862801675896,-0.12876028670809203
8,268,2023-01-31,0,0,0.12917458011239,-0.0025959245256645946,0,0.0,0.0,-0.0,0.871239713291908,1.056285148574218,-0.0025959245256645946,-0.12876028670809203
8,269,2023-02-01,0,0,0.1056351420856036,-0.0003349392530399564,0,0.0,0.0,-0.0,0.871239713291908,1.0559313572155573,-0.0003349392530399564,-0.12876028670809203
8,270,2023-02-02,1,0,0.3208804950611491,0.013835596307890219,0,0.0,0.0,0.0,0.871239713291908,1.0705407972028345,0.013835596307890219,-0.12876028670809203
9,271,2023-02-03,0,1,0.7866020180579355,-0.005010133160870178,1,1.0,0.001,-0.006010133160870178,0.8660034465999853,1.0651772452547041,-0.005010133160870178,-0.1339965534000147
9,272,2023-02-06,0,1,0.709923439589422,-0.0024261514654264627,1,0.0,0.0,-0.0024261514654264627,0.8639023910689524,1.0625929639201905,-0.0024261514654264627,-0.1360976089310476
9,273,2023-02-07,1,1,0.7503205002629997,0.008475536424681795,1,0.0,0.0,0.008475536424681795,0.871224427251827,1.0715990092905068,0.008475536424681795,-0.12877557274817297
9,274,2023-02-08,1,1,0.7444340097309196,0.0012170079483646568,1,0.0,0.0,0.0012170079483646568,0.872284714304602,1.072903153802273,0.0012170079483646568,-0.12771528569539803
9,275,2023-02-09,0,1,0.5984575660262818,-0.0020649578680046465,1,0.0,0.0,-0.0020649578680046465,0.8704834831206585,1.070687653993222,-0.0020649578680046465,-0.12951651687934151
9,276,2023-02-10,0,1,0.6353532904851008,-0.00479375070002519,1,0.0,0.0,-0.00479375070002519,0.8663106023140885,1.0655550443023836,-0.00479375070002519,-0.13368939768591148
9,277,2023-02-13,1,1,0.6182278673485405,0.0089443537049958,1,0.0,0.0,0.0089443537049958,0.8740591907595737,1.0750857455107665,0.0089443537049958,-0.12594080924042628
9,278,2023-02-14,1,0,0.4807326262515449,0.004796470794436125,0,1.0,0.001,-0.001,0.8731851315688142,1.0802423628906235,0.004796470794436125,-0.12681486843118583
9,279,2023-02-15,1,1,0.5381560839997099,0.0011101336008929596,1,1.0,0.001,0.00011013360089295963,0.8732812985916001,1.0814415762347764,0.0011101336008929596,-0.12671870140839991
9,280,2023-02-16,0,0,0.3027597872527046,-0.005081567689351307,0,1.0,0.001,-0.001,0.8724080172930084,1.0759461576630607,-0.005081567689351307,-0.12759198270699157
9,281,2023-02-17,0,0,0.4210505050468557,-0.005550518480140765,0,0.0,0.0,-0.0,0.8724080172930084,1.0699740986313153,-0.005550518480140765,-0.12759198270699157
9,282,2023-02-20,0,1,0.5088175724353863,-0.001003126492992057,1,1.0,0.001,-0.002003126492992057,0.8706604736808702,1.068900779266163,-0.001003126492992057,-0.12933952631912982
9,283,2023-02-21,0,0,0.4992359022805312,-0.015280363131582653,0,1.0,0.001,-0.001,0.8697898132071893,1.0525675872073443,-0.015280363131582653,-0.1302101867928107
9,284,2023-02-22,0,1,0.5751996028083264,-0.002452434977984641,1,1.0,0.001,-0.003452434977984641,0.8667869204325781,1.049986233639784,-0.002452434977984641,-0.1332130795674219
9,285,2023-02-23,0,1,0.6828155593964363,-0.002595429723749043,1,0.0,0.0,-0.002595429723749043,0.8645372358951305,1.047261068159468,-0.002595429723749043,-0.13546276410486946
9,286,2023-02-24,0,1,0.7375705273574703,-0.004185411445805309,1,0.0,0.0,-0.004185411445805309,0.8609187918526902,1.042877849698047,-0.004185411445805309,-0.13908120814730984
9,287,2023-02-27,0,1,0.8434152222089655,-0.0051027157362857345,1,0.0,0.0,-0.0051027157362857345,0.8565257679858393,1.037556340483369,-0.0051027157362857345,-0.14347423201416065
9,288,2023-02-28,1,1,0.8883929688354805,0.008492348770636093,1,0.0,0.0,0.008492348770636093,0.863799683538612,1.0463676307959386,0.008492348770636093,-0.13620031646138797
9,289,2023-03-01,0,1,0.9105174737654892,-0.007392168719804415,1,0.0,0.0,-0.007392168719804415,0.8574143305377809,1.038632704726153,-0.007392168719804415,-0.14258566946221907
9,290,2023-03-02,1,1,0.9036052756623936,0.015728598629827895,1,0.0,0.0,0.015728598629827895,0.8709002564022723,1.0549689416626031,0.015728598629827895,-0.1290997435977277
10,291,2023-03-03,1,0,0.4127362141366807,0.006655523618366965,0,1.0,0.001,-0.001,0.8700293561458701,1.0619903123704821,0.006655523618366965,-0.12997064385412993
10,292,2023-03-06,1,0,0.308081218122933,0.0024250512391459367,0,0.0,0.0,0.0,0.8700293561458701,1.064565693293457,0.0024250512391459367,-0.12997064385412993
10,293,2023-03-08,0,1,0.5080597098809855,-0.009282249899975281,1,1.0,0.001,-0.010282249899975282,0.8610834968856637,1.0546841284933668,-0.009282249899975281,-0.13891650311433634
10,294,2023-03-09,0,0,0.1386868991411921,-0.010045664635585094,0,1.0,0.001,-0.001,0.860222413388778,1.0440891254420481,-0.010045664635585094,-0.13977758661122197
10,295,2023-03-10,0,1,0.7778532814882092,-0.014851035931626178,1,1.0,0.001,-0.01585103593162618,0.8465869970049623,1.028583320324288,-0.014851035931626178,-0.15341300299503768
10,296,2023-03-13,0,1,0.5790007974554654,-0.006470680525861194,1,0.0,0.0,-0.006470680525861194,0.841109003009995,1.02192768626424,-0.006470680525861194,-0.15889099699000497
10,297,2023-03-14,0,0,0.2168245773214039,-0.004174683738684903,0,1.0,0.001,-0.001,0.840267894006985,1.0176614613702808,-0.004174683738684903,-0.15973210599301502
10,298,2023-03-15,1,0,0.1445441072243095,0.0007924286811309411,0,0.0,0.0,0.0,0.840267894006985,1.0184678854999523,0.0007924286811309411,-0.15973210599301502
10,299,2023-03-16,1,0,0.4203563647635122,0.006738129621978839,0,0.0,0.0,0.0,0.840267894006985,1.0253304541282737,0.006738129621978839,-0.15973210599301502
10,300,2023-03-17,0,0,0.1096964178310525,-0.0065292432199922645,0,0.0,0.0,-0.0,0.840267894006985,1.018635822212405,-0.0065292432199922645,-0.15973210599301502
10,301,2023-03-20,1,1,0.8643009316801338,0.007010642946744028,1,1.0,0.001,0.006010642946744028,0.8453184442974736,1.0257771142546992,0.007010642946744028,-0.1546815557025264
10,302,2023-03-21,1,0,0.3579971004947566,0.0025953757489405316,0,1.0,0.001,-0.001,0.8444731258531761,1.028439391300854,0.0025953757489405316,-0.15552687414682387
10,303,2023-03-22,0,0,0.3763426705748657,-0.004372693304643627,0,0.0,0.0,-0.0,0.8444731258531761,1.023942341260281,-0.004372693304643627,-0.15552687414682387
10,304,2023-03-23,0,1,0.6722721677107671,-0.007720933328590696,1,1.0,0.001,-0.008720933328590696,0.837108532024824,1.0160365507110893,-0.007720933328590696,-0.16289146797517595
10,305,2023-03-24,1,0,0.4963159379772713,0.0023988383407489433,0,1.0,0.001,-0.001,0.8362714234927993,1.0184738581445374,0.0023988383407489433,-0.16372857650720074
10,306,2023-03-27,0,1,0.6920332976530637,-0.002001683861354908,1,1.0,0.001,-0.003001683861354908,0.8337612010571887,1.0164351954594777,-0.002001683861354908,-0.16623879894281135
10,307,2023-03-28,1,0,0.3119946556276225,0.007609856589321451,0,1.0,0.001,-0.001,0.8329274398561315,1.0241701215292633,0.007609856589321451,-0.1670725601438685
10,308,2023-03-29,1,0,0.3846720212199921,0.016337198944623932,0,0.0,0.0,0.0,0.8329274398561315,1.0409021925578266,0.016337198944623932,-0.1670725601438685
10,309,2023-03-31,1,0,0.1267499437460058,0.002206297973761151,0,0.0,0.0,0.0,0.8329274398561315,1.0431987329561505,0.002206297973761151,-0.1670725601438685
11,310,2023-04-03,1,0,0.0920054964031598,0.009138954817361267,0,0.0,0.0,0.0,0.8329274398561315,1.0527324790421653,0.009138954817361267,-0.1670725601438685
11,311,2023-04-05,1,0,0.3592905997248949,0.002397874785437182,0,0.0,0.0,0.0,0.8329274398561315,1.0552567997094713,0.002397874785437182,-0.1670725601438685
11,312,2023-04-06,1,0,0.1469650358462257,0.0014148632219350699,0,0.0,0.0,0.0,0.8329274398561315,1.056749843745077,0.0014148632219350699,-0.1670725601438685
11,313,2023-04-10,1,0,0.1067987928618683,0.005574768321964241,0,0.0,0.0,0.0,0.8329274398561315,1.0626409792982279,0.005574768321964241,-0.1670725601438685
11,314,2023-04-11,1,0,0.0889878836889664,0.005083967961446945,0,0.0,0.0,0.0,0.8329274398561315,1.0680434119915008,0.005083967961446945,-0.1670725601438685
11,315,2023-04-12,1,0,0.0761597619874112,0.0008757724412713497,0,0.0,0.0,0.0,0.8329274398561315,1.0689787749778044,0.0008757724412713497,-0.1670725601438685
11,316,2023-04-13,0,0,0.0574782300602584,-0.006795512150830185,0,0.0,0.0,-0.0,0.8329274398561315,1.0617145167234632,-0.006795512150830185,-0.1670725601438685
11,317,2023-04-17,0,0,0.0516370305506714,-0.0026373533282438855,0,0.0,0.0,-0.0,0.8329274398561315,1.0589144004091378,-0.0026373533282438855,-0.1670725601438685
11,318,2023-04-18,0,0,0.0394926677393418,-0.002344283016240789,0,0.0,0.0,-0.0,0.8329274398561315,1.056432005364606,-0.002344283016240789,-0.1670725601438685
11,319,2023-04-19,1,0,0.0565475486068887,0.0003234746363958152,0,0.0,0.0,0.0,0.8329274398561315,1.056773734323418,0.0003234746363958152,-0.1670725601438685
11,320,2023-04-20,0,0,0.081857010225958,-2.260708945023282e-05,0,0.0,0.0,-0.0,0.8329274398561315,1.0567498437450775,-2.260708945023282e-05,-0.1670725601438685
11,321,2023-04-21,1,0,0.0492335901462642,0.006771973756565242,0,0.0,0.0,0.0,0.8329274398561315,1.0639061259541736,0.006771973756565242,-0.1670725601438685
11,322,2023-04-24,1,0,0.0788360837816361,0.0014568576938982503,0,0.0,0.0,0.0,0.8329274398561315,1.0654560857793554,0.0014568576938982503,-0.1670725601438685
11,323,2023-04-25,1,0,0.0728600546912172,0.0024958627615121465,0,0.0,0.0,0.0,0.8329274398561315,1.0681153179478786,0.0024958627615121465,-0.1670725601438685
11,324,2023-04-26,1,0,0.0791653951692826,0.005695152810193838,0,0.0,0.0,0.0,0.8329274398561315,1.0741983979025005,0.005695152810193838,-0.1670725601438685
11,325,2023-04-27,1,0,0.068772557501303,0.008370013603697934,0,0.0,0.0,0.0,0.8329274398561315,1.0831894531060149,0.008370013603697934,-0.1670725601438685
11,326,2023-04-28,1,0,0.0545376607661524,0.004575166931912511,0,0.0,0.0,0.0,0.8329274398561315,1.0881452256728619,0.004575166931912511,-0.1670725601438685
11,327,2023-05-02,0,0,0.0606687894499306,-0.00318502836487633,0,0.0,0.0,-0.0,0.8329274398561315,1.084679452263989,-0.00318502836487633,-0.1670725601438685
12,328,2023-05-03,1,0,0.0833208743301377,0.009173717607303677,0,0.0,0.0,0.0,0.8329274398561315,1.0946299952535037,0.009173717607303677,-0.1670725601438685
12,329,2023-05-04,0,0,0.1024381984896496,-0.010232406865540389,0,0.0,0.0,-0.0,0.8329274398561315,1.0834292957748453,-0.010232406865540389,-0.1670725601438685
12,330,2023-05-05,1,0,0.0613448847830969,0.010814123118324304,0,0.0,0.0,0.0,0.8329274398561315,1.095145633569354,0.010814123118324304,-0.1670725601438685
12,331,2023-05-08,1,0,0.0362306545416616,8.480038171931881e-05,0,0.0,0.0,0.0,0.8329274398561315,1.0952385023371187,8.480038171931881e-05,-0.1670725601438685
12,332,2023-05-09,1,0,0.0222699115053703,0.0026908205008338015,0,0.0,0.0,0.0,0.8329274398561315,1.09818559255251,0.0026908205008338015,-0.1670725601438685
12,333,2023-05-10,0,0,0.019410491079273,-0.0009882342854272697,0,0.0,0.0,-0.0,0.8329274398561315,1.0971003278981872,-0.0009882342854272697,-0.1670725601438685
12,334,2023-05-11,1,0,0.0134294406604081,0.0009728797753729701,0,0.0,0.0,0.0,0.8329274398561315,1.0981676746187545,0.0009728797753729701,-0.1670725601438685
12,335,2023-05-12,1,0,0.0285146186748222,0.004589120522186851,0,0.0,0.0,0.0,0.8329274398561315,1.1032072984311496,0.004589120522186851,-0.1670725601438685
12,336,2023-05-15,0,0,0.1347972267124985,-0.006106338807060685,0,0.0,0.0,-0.0,0.8329274398561315,1.096470740892507,-0.006106338807060685,-0.1670725601438685
12,337,2023-05-16,0,0,0.0238126268612574,-0.005728269488420423,0,0.0,0.0,-0.0,0.8329274398561315,1.0901898610025067,-0.005728269488420423,-0.1670725601438685
12,338,2023-05-17,0,0,0.0352853932412078,-0.002849053652701161,0,0.0,0.0,-0.0,0.8329274398561315,1.0870838515968797,-0.002849053652701161,-0.1670725601438685
12,339,2023-05-18,1,0,0.0577837917785931,0.0040513721791914925,0,0.0,0.0,0.0,0.8329274398561315,1.0914880328696877,0.0040513721791914925,-0.1670725601438685
12,340,2023-05-19,1,0,0.1319747203854397,0.006097761825706316,0,0.0,0.0,0.0,0.8329274398561315,1.0981436669297358,0.006097761825706316,-0.1670725601438685
12,341,2023-05-22,1,0,0.3872680169064402,0.001834600568861644,0,0.0,0.0,0.0,0.8329274398561315,1.100158321925777,0.001834600568861644,-0.1670725601438685
12,342,2023-05-23,0,0,0.1595352809994638,-0.0034117947119577385,0,0.0,0.0,-0.0,0.8329274398561315,1.0964048075807142,-0.0034117947119577385,-0.1670725601438685
12,343,2023-05-24,1,0,0.1393517236259361,0.001955111686716471,0,0.0,0.0,0.0,0.8329274398561315,1.0985484014333875,0.001955111686716471,-0.1670725601438685
12,344,2023-05-25,1,0,0.155138066019514,0.009726420827874671,0,0.0,0.0,0.0,0.8329274398561315,1.1092333454855177,0.009726420827874671,-0.1670725601438685
12,345,2023-05-26,1,0,0.1038291497277673,0.005367798508963517,0,0.0,0.0,0.0,0.8329274398561315,1.1151874865835074,0.005367798508963517,-0.1670725601438685
12,346,2023-05-29,1,0,0.1425988770269818,0.0018925684396833287,0,0.0,0.0,0.0,0.8329274398561315,1.1172980552249452,0.0018925684396833287,-0.1670725601438685
12,347,2023-05-30,0,0,0.0595769284371114,-0.0053370195013254795,0,0.0,0.0,-0.0,0.8329274398561315,1.1113350137154165,-0.0053370195013254795,-0.1670725601438685
12,348,2023-05-31,0,1,0.6988324726956868,-0.0025169624936233204,1,1.0,0.001,-0.0035169624936233204,0.8299980652902478,1.1085378251680444,-0.0025169624936233204,-0.17000193470975222
12,349,2023-06-01,1,0,0.0611729336315389,0.002507044360454902,0,1.0,0.001,-0.001,0.8291680672249575,1.111316978670983,0.002507044360454902,-0.1708319327750425
12,350,2023-06-02,1,0,0.1341519479483248,0.003223787573137793,0,0.0,0.0,0.0,0.8291680672249575,1.1148996285366395,0.003223787573137793,-0.1708319327750425
13,351,2023-06-05,1,1,0.7969272128146451,0.00027699431442118616,1,1.0,0.001,-0.0007230056855788139,0.8285685739980535,1.1152084493948944,0.00027699431442118616,-0.1714314260019465
13,352,2023-06-06,1,1,0.6658784165401853,0.006849851638528914,1,0.0,0.0,0.006849851638528914,0.8342441458022877,1.1228474618192832,0.006849851638528914,-0.16575585419771233
13,353,2023-06-07,0,1,0.8379102976327094,-0.0049048192636628185,1,0.0,0.0,-0.0049048192636628185,0.8301523290453586,1.1173400979583972,-0.0049048192636628185,-0.16984767095464137
13,354,2023-06-08,0,1,0.6009928680469003,-0.00381819725413457,1,0.0,0.0,-0.00381819725413457,0.8269826437020842,1.113073873064438,-0.00381819725413457,-0.17301735629791581
13,355,2023-06-09,1,0,0.4344584925644921,0.0020524046550352004,0,1.0,0.001,-0.001,0.8261556610583821,1.1153583510629135,0.0020524046550352004,-0.17384433894161788
13,356,2023-06-12,1,1,0.6085622299284897,0.0061635024393194016,1,1.0,0.001,0.0051635024393194015,0.8304215178295147,1.122232864980405,0.0061635024393194016,-0.16957848217048532
13,357,2023-06-13,1,1,0.7916064841269999,0.0021238341844009856,1,0.0,0.0,0.0021238341844009856,0.8321851954365431,1.1246163015019086,0.0021238341844009856,-0.16781480456345688
13,358,2023-06-14,0,1,0.8284516756279782,-0.0036149041015322014,1,0.0,0.0,-0.0036149041015322014,0.8291769257603252,1.1205509214209595,-0.0036149041015322014,-0.1708230742396748
13,359,2023-06-15,1,1,0.8016703145924002,0.0073790483520230765,1,0.0,0.0,0.0073790483520230765,0.8352954623878925,1.1288195208510288,0.0073790483520230765,-0.16470453761210746
13,360,2023-06-16,0,1,0.7827598983479883,-0.0037475183921172883,1,0.0,0.0,-0.0037475183921172883,0.8321651772797418,1.1245892489352585,-0.0037475183921172883,-0.16783482272025818
13,361,2023-06-19,1,1,0.624836040012928,0.003265717567498605,1,0.0,0.0,0.003265717567498605,0.8348827937182448,1.1282618398017263,0.003265717567498605,-0.1651172062817552
13,362,2023-06-20,1,1,0.694745934627666,0.0021337637466720683,1,0.0,0.0,0.0021337637466720683,0.8366642363562011,1.1306692840122488,0.0021337637466720683,-0.16333576364379887
13,363,2023-06-21,0,1,0.6877525255473865,-0.004539443817404343,1,0.0,0.0,-0.004539443817404343,0.8328662460612306,1.1255366743214104,-0.004539443817404343,-0.1671337539387694
13,364,2023-06-22,0,0,0.4878555090445633,-0.005633615236065759,0,1.0,0.001,-0.001,0.8320333798151693,1.1191958337642025,-0.005633615236065759,-0.16796662018483066
13,365,2023-06-23,1,0,0.4590886259110071,0.0013768299134766515,0,0.0,0.0,0.0,0.8320333798151693,1.1207367760671676,0.0013768299134766515,-0.16796662018483066
13,366,2023-06-26,1,1,0.5375562011604671,0.00675190341711196,1,1.0,0.001,0.00575190341711196,0.8368191554556795,1.1283038825351785,0.00675190341711196,-0.16318084454432047
13,367,2023-06-27,1,1,0.7127669217282812,0.00822107281232487,1,0.0,0.0,0.00822107281232487,0.8436987066634288,1.137579750907929,0.00822107281232487,-0.15630129333657117
13,368,2023-06-28,1,1,0.9057529959051014,0.01143527476356887,1,0.0,0.0,0.01143527476356887,0.8533466331917928,1.1505882879250335,0.01143527476356887,-0.14665336680820718
13,369,2023-06-30,1,1,0.8590043263641584,0.00695709243369369,1,0.0,0.0,0.00695709243369369,0.8592834445968894,1.1585930369972535,0.00695709243369369,-0.14071655540311057
14,370,2023-07-03,1,0,0.2146928815547039,0.003438946519135566,0,1.0,0.001,-0.001,0.8584241611522926,1.1625773764889298,0.003438946519135566,-0.1415758388477074
14,371,2023-07-04,1,0,0.1568586415656826,0.0004899685388621844,0,0.0,0.0,0.0,0.8584241611522926,1.1631470028274022,0.0004899685388621844,-0.1415758388477074
14,372,2023-07-05,1,0,0.1884673736319449,0.00509321758125636,0,0.0,0.0,0.0,0.8584241611522926,1.1690711635917883,0.00509321758125636,-0.1415758388477074
14,373,2023-07-06,0,0,0.1822999280563539,-0.00848835445771845,0,0.0,0.0,-0.0,0.8584241611522926,1.1591476731689239,-0.00848835445771845,-0.1415758388477074
14,374,2023-07-07,1,0,0.3613998979859157,0.0012466303397029588,0,0.0,0.0,0.0,0.8584241611522926,1.1605927018264923,0.0012466303397029588,-0.1415758388477074
14,375,2023-07-10,1,1,0.7000461531519261,0.004313930032438185,1,1.0,0.001,0.0033139300324381846,0.8612689187605058,1.1655994175383302,0.004313930032438185,-0.13873108123949418
14,376,2023-07-11,0,1,0.9148455717971212,-0.002834429471475497,1,0.0,0.0,-0.002834429471475497,0.8588277127543053,1.1622956081973248,-0.002834429471475497,-0.14117228724569475
14,377,2023-07-12,1,1,0.7163997953715463,0.0015192303855748879,1,0.0,0.0,0.0015192303855748879,0.8601324699114954,1.1640614030023184,0.0015192303855748879,-0.1398675300885046
14,378,2023-07-13,1,1,0.8650034208634022,0.007765114931427508,1,0.0,0.0,0.007765114931427508,0.8668114973966108,1.1731004735838702,0.007765114931427508,-0.1331885026033892
14,379,2023-07-14,1,1,0.8951376817470245,0.007511013251041421,1,0.0,0.0,0.007511013251041421,0.8733221300397118,1.1819116467857615,0.007511013251041421,-0.12667786996028818
14,380,2023-07-17,1,0,0.4505724042536149,0.001917706853032497,0,1.0,0.001,-0.001,0.872448807909672,1.1841782068504816,0.001917706853032497,-0.12755119209032795
14,381,2023-07-18,1,0,0.2741075284501637,0.004248282371482448,0,0.0,0.0,0.0,0.872448807909672,1.1892089302513382,0.004248282371482448,-0.12755119209032795
